epochs,rewards
0,-0.43266527799997734
1,-0.32624549000005665
2,-0.2671773280000522
3,-0.22197952000003962
4,-0.15382018200003955
5,-0.06570487400006542
6,0.05604522399999201
7,0.1329260379999586
8,0.17932725199998778
9,0.23958981799999224
10,0.3248101059999997
11,0.38571473000000633
12,0.43697337200002684
13,0.5182931559999715
14,0.5860469820000014
15,0.6769570699999927
16,0.7029347640000339
17,0.7367682239999795
18,0.803908359999963
19,0.7713640679999823
20,0.759532140000021
21,0.8373651900000123
22,0.82039853799998
23,0.8531727579999714
24,0.9067367420000005
25,0.9744018339999894
26,0.9648584939999738
27,0.9691235420000011
28,1.0247648059999692
29,1.0208968819999642
30,1.0656324780000226
31,1.0723931560000066
32,1.1502366659999597
33,1.1695563499999961
34,1.2446996819999967
35,1.285118783999959
36,1.2687653539999477
37,1.3428550180000087
38,1.34595548599997
39,1.401257826000033
40,1.4544707319999883
41,1.491699281999983
42,1.4822529459999512
43,1.5139337839999811
44,1.4726100080000037
45,1.5138247519998682
46,1.5601504579999492
47,1.5677950600000212
48,1.5496294039999858
49,1.643751202000012
50,1.6946666239999828
51,1.7337657979999619
52,1.7060962820000025
53,1.7234926500000156
54,1.7051550279999852
55,1.7603400199999797
56,1.7784987879999914
57,1.780204917999999
58,1.7521894200000296
59,1.768486783999963
60,1.7903383999999136
61,1.8025893719999921
62,1.8473540380000042
63,1.8636439219999665
64,1.9322459559999938
65,1.9832634759999965
66,1.9082953139999148
67,1.953650998000014
68,1.9287290599999316
69,1.994913907999996
70,2.002372383999993
71,2.029671659999921
72,2.0118691440000225
73,2.041488327999965
74,2.021967383999974
75,2.0358128920000285
76,2.0594452620000236
77,2.120493027999997
78,2.1173167259999914
79,2.1654249559999927
80,2.1924752620000154
81,2.2105715740000154
82,2.2644858800000067
83,2.24379542399999
84,2.2720582640000098
85,2.241588052000001
86,2.2663011060000477
87,2.313088344000054
88,2.330298518000049
89,2.3328825060000917
90,2.367586964000048
91,2.4204484300000395
92,2.4269704340000864
93,2.3760817460000183
94,2.4176240840000496
95,2.378398990000079
96,2.392270400000016
97,2.357676413999994
98,2.4106292520000228
99,2.40621056399998
100,2.4202749179999605
101,2.4160339940000153
102,2.4564596820000424
103,2.374237726000019
104,2.404760108000028
105,2.3868394619999833
106,2.4136951500000237
107,2.4412535480000574
108,2.458427656000075
109,2.4563451140000403
110,2.433763322000022
111,2.4061815699999918
112,2.382392169999954
113,2.4647290860000304
114,2.472538937999973
115,2.5029437360000144
116,2.478357513999962
117,2.5256344020000787
118,2.522449034000016
119,2.5287130460000373
120,2.5453267119999934
121,2.5905967180000333
122,2.634999821999973
123,2.6886406260000095
124,2.6900168940000397
125,2.7422274560000526
126,2.719166498000014
127,2.745115021999971
128,2.762681881999929
129,2.757623285999986
130,2.8157103279999425
131,2.8223145959999307
132,2.814394222000009
133,2.825125411999987
134,2.8426735719999208
135,2.827120851999902
136,2.8543979459998914
137,2.8544729319999673
138,2.9025461079999553
139,2.9065080499998963
140,2.8877938839998807
141,2.902660035999922
142,2.941879545999946
143,2.9631746539999604
144,2.9412356379999864
145,2.9103344660000063
146,2.9626065320000228
147,2.9931823680000136
148,2.9546117480000462
149,2.929358320000039
150,2.9324994720000235
151,2.917146063999989
152,2.944850289999983
153,2.925861343999978
154,2.901652510000008
155,2.92812236599997
156,2.932190044000009
157,2.927465006000007
158,2.936875647999932
159,2.9636628839999446
160,2.966478349999986
161,2.9748315019999483
162,2.969075597999873
163,2.97048002799992
164,2.984914499999931
165,2.9681357379999618
166,2.9811740699999456
167,2.990514163999922
168,2.9642951299999654
169,2.971132141999915
170,2.9957606299999284
171,3.0145746859999845
172,2.991005727999956
173,2.984026451999995
174,3.0089514779999638
175,3.035917069999931
176,3.011973057999917
177,3.0167945079999208
178,3.027999071999954
179,3.021123885999968
180,3.0737849839999987
181,3.057914651999969
182,3.1010937239999814
183,3.0915246160000276
184,3.07176317199997
185,3.1144048359999443
186,3.087745363999943
187,3.139632357999966
188,3.1451596859999675
189,3.1035605699999236
190,3.1169206659999387
191,3.1003345099999846
192,3.1355609119999706
193,3.1700543959999465
194,3.1574420059999304
195,3.1683730379998916
196,3.1763512559998697
197,3.177402931999893
198,3.158689069999885
199,3.2101095359999348
200,3.2467440679999497
201,3.2627056979999525
202,3.2448315799999294
203,3.239911513999934
204,3.2356202199999773
205,3.1901279339999045
206,3.1904227619999674
207,3.190064283999927
208,3.2437362859998764
209,3.2134971439999527
210,3.2425637479998586
211,3.2473818119999542
212,3.296615353999872
213,3.282651159999878
214,3.313841801999966
215,3.283480863999979
216,3.2680189719999624
217,3.289843617999968
218,3.296407597999962
219,3.320579135999968
220,3.3815433880000128
221,3.379062828000028
222,3.3861311760001116
223,3.3619518760000267
224,3.4012592800000796
225,3.4068372500000392
226,3.412948664000073
227,3.387504314000007
228,3.3907166299999503
229,3.4140308380000577
230,3.4178575219999985
231,3.4450777099998975
232,3.441256293999961
233,3.44086316799991
234,3.470783385999927
235,3.4391501940000113
236,3.470243573999933
237,3.4478499639999343
238,3.4547943859999193
239,3.4767197199999074
240,3.530883367999924
241,3.5027578159999173
242,3.461416541999918
243,3.463413155999864
244,3.450560691999924
245,3.4749847999999517
246,3.4688348199999552
247,3.4637857179999365
248,3.492884811999879
249,3.4356596979999536
250,3.4573708779999324
251,3.4671051759999556
252,3.4809749979999665
253,3.486308482000004
254,3.4493533319998493
255,3.432523391999864
256,3.4332824899999097
257,3.44944096199987
258,3.4365380479998464
259,3.4552140859998515
260,3.4744535919998922
261,3.481897971999941
262,3.475320215999864
263,3.4935347819998652
264,3.527706465999887
265,3.482338083999834
266,3.557460745999923
267,3.555814425999877
268,3.5638629119998826
269,3.563732511999884
270,3.582487521999913
271,3.545354621999915
272,3.554262547999931
273,3.5613882539999424
274,3.594977711999925
275,3.5580222659998917
276,3.5463452119999594
277,3.547418837999925
278,3.574932125999917
279,3.6064238979999486
280,3.659333323999943
281,3.6269601619999436
282,3.635995011999924
283,3.662356661999931
284,3.6741106079999057
285,3.5939572839999294
286,3.6638550239999157
287,3.64177680399989
288,3.6876539319999635
289,3.668849313999929
290,3.7050799879998935
291,3.72093548599985
292,3.721509915999852
293,3.6888642559999014
294,3.701496927999859
295,3.699979703999907
296,3.7098945079998558
297,3.746691441999843
298,3.718934051999905
299,3.7263708439999106
300,3.807179329999881
301,3.7969837839998726
302,3.779197889999923
303,3.76545932199996
304,3.834713491999873
305,3.8066183819998356
306,3.775857043999884
307,3.8050508839998676
308,3.845624141999906
309,3.8664745919998738
310,3.8173097899998516
311,3.88057248599984
312,3.8548735799999045
313,3.8620387099999265
314,3.893435313999869
315,3.8413934799998772
316,3.824833653999819
317,3.8165725119998273
318,3.854747547999877
319,3.827904377999856
320,3.800912057999897
321,3.8125256899998576
322,3.8366315139998086
323,3.84218485599983
324,3.8301077599998656
325,3.850846143999859
326,3.8303009099997842
327,3.8041279619998347
328,3.8311235879998984
329,3.766438943999866
330,3.7476140339998443
331,3.7726196599998296
332,3.769261129999846
333,3.760328307999812
334,3.757805339999898
335,3.8129595559998912
336,3.812359227999913
337,3.774549103999836
338,3.824178679999819
339,3.814987803999874
340,3.8151781959998354
341,3.7847127879998426
342,3.8020905639998888
343,3.840303659999793
344,3.808084039999811
345,3.7884353719999004
346,3.835762841999859
347,3.872903749999858
348,3.844377761999867
349,3.872257401999817
350,3.8556472439999334
351,3.811118975999861
352,3.8502157879998355
353,3.927398783999827
354,3.9370033039998646
355,3.8969390719998658
356,3.915370109999876
357,3.896513913999815
358,3.8866380879998585
359,3.908447329999869
360,3.9060304699998576
361,3.894536749999889
362,3.886402305999885
363,3.889249719999852
364,3.889656599999833
365,3.9302055299998573
366,3.960646071999809
367,3.95769564199989
368,3.938908735999825
369,3.937415663999895
370,3.9185920039998385
371,3.911063829999839
372,3.9047306079999005
373,3.9080771539998254
374,3.9433000739998243
375,3.941722877999818
376,3.936991533999868
377,3.91258390399988
378,3.901556339999863
379,3.9241435999998635
380,3.9334485119999214
381,3.9445136559999
382,3.9404804439998786
383,3.9486372159998373
384,3.907575745999843
385,3.9184304299998423
386,3.886717485999887
387,3.8831395119998375
388,3.913697721999867
389,3.918695969999817
390,3.9232766619998216
391,3.9557172179998945
392,3.983806757999831
393,3.9930854859998055
394,3.951278889999812
395,3.978701095999866
396,3.9958265759998968
397,3.9758321399998047
398,4.0075729579997965
399,3.991266937999755
400,3.978385849999775
401,4.01797857599977
402,3.9730902199998304
403,3.992536593999843
404,3.9399883379998584
405,3.94302624399987
406,3.937121213999833
407,4.008342377999861
408,3.9916172539998884
409,3.9623868899997783
410,3.9723325679998434
411,3.986822603999824
412,4.017691087999844
413,3.996352179999856
414,4.007576131999856
415,4.018764993999805
416,3.965525909999883
417,4.008690129999799
418,4.006935763999854
419,4.058575925999852
420,4.0865550499998715
421,4.025446121999865
422,4.023934473999921
423,4.006990647999912
424,4.019293549999894
425,3.9524560859998337
426,4.017474331999905
427,4.037753723999886
428,4.028795535999867
429,4.045840339999826
430,4.026276649999866
431,4.025212911999828
432,4.009763049999897
433,4.01223521999991
434,4.0534602199998915
435,4.076788703999883
436,4.062049121999931
437,4.075985817999931
438,4.063134485999851
439,4.007155969999916
440,4.057780753999954
441,4.089546351999917
442,4.091179799999942
443,4.060126935999868
444,4.0283236119999755
445,4.0304442099999225
446,4.04168219399994
447,4.037117053999957
448,3.9747862639999987
449,3.9829726539999797
450,4.016961788000004
451,3.99558947599997
452,4.005783101999896
453,4.00657719799987
454,4.00962556199993
455,3.9851112379999165
456,3.993355055999937
457,4.036302761999906
458,4.000946157999898
459,4.0340181979999645
460,3.9791287379999387
461,4.021350893999921
462,4.001303231999911
463,3.9708982619999
464,4.0120424579999
465,3.9818700839999144
466,4.075427197999901
467,4.04912596199988
468,4.049754883999826
469,4.0551034899998575
470,4.0467668319998396
471,4.0337002139999
472,3.980553039999863
473,4.0123099199998835
474,4.028612509999908
475,3.9959932199998915
476,3.9852306279999454
477,3.986252835999919
478,3.9963037639999444
479,3.9868163519999156
480,4.003997233999894
481,4.013295347999897
482,4.016403801999893
483,4.016526689999997
484,4.0039294179998866
485,4.025491809999918
486,4.0297777759999365
487,4.060266743999884
488,4.014607833999855
489,4.02757442199988
490,3.9977964939998984
491,3.995409997999939
492,4.005000541999948
493,3.9670558979998782
494,3.9724616659998575
495,3.9719459299998676
496,3.9736125099998887
497,4.007142147999865
498,4.0114645999998775
499,4.007051031999933
500,3.9985346599999216
501,4.0007038819999075
502,4.012662273999932
503,4.053646785999843
504,4.017234349999863
505,4.055438997999872
506,4.031329599999975
507,4.001787167999886
508,3.993881205999852
509,4.007042387999857
510,4.0245581379998585
511,4.075700067999901
512,4.091328357999915
513,4.073418139999934
514,4.08940406999986
515,4.091369185999932
516,4.052764273999992
517,4.028274443999962
518,4.054707673999918
519,4.002269081999911
520,4.058103411999889
521,4.0318696379998755
522,4.057533923999914
523,4.069143107999933
524,4.103617837999932
525,4.0362862699999
526,4.120052535999932
527,4.111873865999978
528,4.075330615999903
529,4.100670461999916
530,4.090872049999916
531,4.035904681999938
532,4.067859273999984
533,4.0857755319999445
534,4.103883249999848
535,4.111098179999901
536,4.135648921999913
537,4.167485487999878
538,4.138243117999925
539,4.137589673999944
540,4.140181339999938
541,4.135302423999883
542,4.1473810079999
543,4.145853569999907
544,4.161655759999867
545,4.170870639999875
546,4.162322621999914
547,4.1627697359999605
548,4.139880499999942
549,4.1324709579999075
550,4.195256449999887
551,4.178044341999949
552,4.180786933999929
553,4.202243245999964
554,4.18674560999996
555,4.164985183999951
556,4.185837575999964
557,4.122730465999939
558,4.1273798279999285
559,4.097301545999889
560,4.129960019999871
561,4.123562649999886
562,4.139304089999927
563,4.143675045999856
564,4.094642061999933
565,4.093264641999919
566,4.153656261999975
567,4.122418241999939
568,4.125128751999871
569,4.174348989999923
570,4.221453121999947
571,4.246024389999934
572,4.233328621999957
573,4.283666949999905
574,4.281734365999933
575,4.257344810000001
576,4.2126605319999255
577,4.19492966599996
578,4.18801472600002
579,4.171242569999976
580,4.154831281999938
581,4.163623157999976
582,4.165080699999981
583,4.18928595199993
584,4.191237053999957
585,4.184916415999931
586,4.262864205999973
587,4.224855695999938
588,4.192824607999941
589,4.208319023999914
590,4.126016481999972
591,4.154273131999902
592,4.103051961999968
593,4.105635853999931
594,4.137408957999891
595,4.202542803999934
596,4.22099625599988
597,4.192719377999884
598,4.200502513999926
599,4.213276627999893
600,4.189189471999946
601,4.1773140620000015
602,4.204649565999946
603,4.173089817999944
604,4.175588523999961
605,4.1796960059999355
606,4.152288717999868
607,4.120168895999909
608,4.111260857999954
609,4.109465133999954
610,4.13024747199997
611,4.132459221999975
612,4.142925601999972
613,4.1540565279999475
614,4.142515905999931
615,4.198214351999958
616,4.233925805999972
617,4.221678441999913
618,4.20547019999999
619,4.203381265999941
620,4.174035669999978
621,4.148972426000017
622,4.155621445999942
623,4.196041028000027
624,4.2347418279999705
625,4.226011373999951
626,4.227744055999958
627,4.211935208000011
628,4.211117121999939
629,4.183376209999978
630,4.195457735999986
631,4.22005953399991
632,4.217274869999965
633,4.235450864000065
634,4.2526469460000005
635,4.281718943999935
636,4.261590709999963
637,4.259226937999876
638,4.278345655999933
639,4.25496399599993
640,4.2325791579998695
641,4.298068755999891
642,4.3341559219999315
643,4.327999437999894
644,4.348708551999891
645,4.369704221999884
646,4.355755759999878
647,4.374111603999916
648,4.3560174259999185
649,4.371975225999902
650,4.337485795999885
651,4.278297839999938
652,4.279387547999973
653,4.345963493999929
654,4.330803227999875
655,4.301307494000005
656,4.29880726599996
657,4.287570901999946
658,4.236801553999977
659,4.236894341999951
660,4.267838225999965
661,4.301413619999993
662,4.238112490000003
663,4.265697295999966
664,4.294933877999978
665,4.219809047999981
666,4.271904127999986
667,4.209862456000022
668,4.23568642999995
669,4.225289967999947
670,4.215868659999975
671,4.216188621999968
672,4.290991843999961
673,4.2147594979999425
674,4.195644789999982
675,4.243902877999957
676,4.237182917999975
677,4.193438435999974
678,4.204888543999976
679,4.174380571999992
680,4.1278092679999965
681,4.177149471999946
682,4.195302406000039
683,4.1994731119999695
684,4.217548479999955
685,4.160653413999946
686,4.184448671999941
687,4.179120253999966
688,4.15215668999994
689,4.164142149999934
690,4.182140820000005
691,4.186393798000001
692,4.159827748000003
693,4.170275883999932
694,4.18237480599993
695,4.135591533999894
696,4.170514275999944
697,4.173680545999948
698,4.187907053999939
699,4.173415287999989
700,4.142192261999953
701,4.135324713999893
702,4.2049636359999685
703,4.230952729999902
704,4.182158155999938
705,4.23677217599991
706,4.187786613999913
707,4.223562663999867
708,4.231769837999915
709,4.22814124799995
710,4.244057737999922
711,4.26268763999993
712,4.255596571999956
713,4.260469615999969
714,4.276596521999911
715,4.264354083999966
716,4.211255563999879
717,4.217275969999914
718,4.187195433999946
719,4.20675012199995
720,4.196382832000007
721,4.142697267999975
722,4.154698060000039
723,4.164866993999938
724,4.208213239999998
725,4.176672995999926
726,4.164832211999977
727,4.177687107999977
728,4.19868176799993
729,4.148702973999958
730,4.180653819999947
731,4.216003797999934
732,4.252594981999924
733,4.1972955340000215
734,4.215482256000014
735,4.213806261999955
736,4.238409629999995
737,4.243898839999938
738,4.221027739999976
739,4.240602905999964
740,4.203919533999989
741,4.171008206000013
742,4.16378855999997
743,4.199737527999945
744,4.15647818600001
745,4.185582639999974
746,4.284087035999966
747,4.209009311999958
748,4.220053431999915
749,4.216465623999932
750,4.221274161999995
751,4.258443529999965
752,4.233143406000002
753,4.209600231999957
754,4.24955096199989
755,4.242302161999879
756,4.208475005999914
757,4.267307459999907
758,4.239274237999933
759,4.280950913999937
760,4.276790855999892
761,4.343450721999966
762,4.281047459999971
763,4.227732309999932
764,4.237715957999932
765,4.185481653999879
766,4.186742497999885
767,4.270782123999952
768,4.26416820599993
769,4.230504775999919
770,4.233577665999917
771,4.26993762599988
772,4.2685341339998795
773,4.268332775999895
774,4.186276341999924
775,4.209850615999913
776,4.257339263999924
777,4.254739399999936
778,4.210685245999923
779,4.266687379999889
780,4.235327121999953
781,4.265910613999946
782,4.273472771999911
783,4.318942359999926
784,4.275395587999915
785,4.333009163999909
786,4.28662161399985
787,4.338435509999937
788,4.275965149999914
789,4.270192509999955
790,4.239546967999952
791,4.250574669999897
792,4.292909767999883
793,4.335316411999894
794,4.305504483999899
795,4.299928635999857
796,4.326187129999859
797,4.349740851999866
798,4.351575843999913
799,4.3794234719999325
800,4.369223947999865
801,4.330273865999885
802,4.3442967199998375
803,4.309685417999862
804,4.3727096179998926
805,4.390924347999961
806,4.3098383499998985
807,4.351863401999926
808,4.329655449999947
809,4.334356745999903
810,4.351248243999924
811,4.345490755999881
812,4.35645514399992
813,4.380765767999888
814,4.426152963999939
815,4.342036957999914
816,4.333259859999923
817,4.315936609999977
818,4.309097213999977
819,4.345332309999992
820,4.358709844000006
821,4.345300097999942
822,4.34458231799995
823,4.305470021999946
824,4.352719131999988
825,4.377113437999891
826,4.381901067999907
827,4.376454217999938
828,4.429216311999942
829,4.358419577999962
830,4.3592306959999405
831,4.3693066099999145
832,4.349845983999883
833,4.3901967299999445
834,4.344016239999879
835,4.37046546599992
836,4.362081147999923
837,4.331003969999969
838,4.3296189759999315
839,4.365914531999953
840,4.384838517999898
841,4.3745641479999176
842,4.328821569999919
843,4.357174551999958
844,4.348102081999929
845,4.323601825999961
846,4.335813961999916
847,4.332605275999941
848,4.330309145999984
849,4.290190909999989
850,4.3374881539999555
851,4.332065933999978
852,4.3613301979999175
853,4.329610029999932
854,4.327309569999924
855,4.2842086419999115
856,4.215662965999906
857,4.198976865999895
858,4.198528017999963
859,4.212304077999884
860,4.245696295999961
861,4.2312464699999985
862,4.2751175379999395
863,4.251203033999982
864,4.282633551999998
865,4.260930365999966
866,4.263163739999954
867,4.215576584000016
868,4.25133893599996
869,4.259056648000007
870,4.332110408000015
871,4.295809453999939
872,4.302547573999975
873,4.294058963999943
874,4.335997739999993
875,4.335302307999953
876,4.3281112639999275
877,4.295998115999953
878,4.3113139479999365
