1,-1330.7141937742372
2,-1459.5588144043988
3,-1383.805269142273
4,-1190.714400932138
5,-1601.7883391524238
6,-1394.3285342554595
7,-1594.030548858744
8,-1314.0827190272134
9,-1487.256949985899
10,-1549.2908588742612
11,-1554.423165106565
12,-1456.1184146018663
13,-1529.0409775868752
14,-1345.6719345747508
15,-1103.6838509051884
16,-1153.5754125370006
17,-1097.0605680078224
18,-1110.4160010742464
19,-638.4870895169033
20,-887.807643191369
21,-1157.7723059588684
22,-1044.0569576259027
23,-1181.649249189072
24,-983.9892668836007
25,-1187.8849794556947
26,-1169.5630174140163
27,-1188.1359111579168
28,-1129.8213253959084
29,-1030.1690120913308
30,-1040.7854125222668
31,-999.2896662217765
32,-1501.1204530796206
33,-995.8261877678707
34,-1023.8425346519625
35,-1030.5845117612669
36,-768.4003999166437
37,-899.6483153931559
38,-1037.979194148956
39,-1091.2996473685143
40,-853.4981690687617
41,-904.3982144799392
42,-891.347422682507
43,-938.3615347034894
44,-896.0530463847371
45,-639.766855132714
46,-906.3557254505696
47,-634.4770626713849
48,-521.8320874535817
49,-841.2158772228033
50,-645.7798265938252
51,-769.7613459986705
52,-694.0012274344496
53,-800.5250187559211
54,-923.6689584597499
55,-525.1377729883172
56,-643.3719135236537
57,-395.5580285788747
58,-779.1250331156107
59,-778.936031462368
60,-649.0922376197449
61,-654.9311714308379
62,-529.5234150923542
63,-645.6314316274343
64,-528.6760917030751
65,-527.0842725970265
66,-394.2182129932879
67,-9.530871580706059
68,-267.01964973306315
69,-515.5339593109169
70,-522.7456345332463
71,-1504.5646093683229
72,-268.29304870312933
73,-263.52341437472006
74,-393.63540446182105
75,-512.0163766784332
76,-390.6956099773146
77,-389.47163499974516
78,-750.2774969403761
79,-261.1236323867513
80,-135.3498826548703
81,-382.9088115416909
82,-1083.2077349602068
83,-128.81052085179945
84,-133.2370850212743
85,-131.42570550395828
86,-136.70024913219845
87,-377.17505297766064
88,-480.0195609448345
89,-128.33373768759697
90,-137.74836752309238
91,-397.03333480753037
92,-260.7992497976225
93,-129.10454122477083
94,-129.86112165179244
95,-134.30469476726583
96,-535.6935213363614
97,-130.55286042508166
98,-238.2376096679976
99,-128.88581013816906
100,-128.2582868977106
101,-127.44838672935548
102,-128.87908117662082
103,-118.12117618962843
104,-129.53833493037047
105,-118.940342187573
106,-122.13563759373797
107,-126.58974110491201
108,-247.0343044544861
109,-129.75246412656534
110,-242.28296815660966
111,-123.27844475121438
112,-126.1325099022688
113,-243.39096530459005
114,-249.8458522347895
115,-0.03317036336802428
116,-245.70184251881588
117,-120.53514216123277
118,-240.10570099900946
119,-126.67060447756415
120,-250.676893952347
121,-254.10980726758442
122,-118.44554851317312
123,-260.5071711228896
124,-124.23735669177458
125,-349.6494440754778
126,-129.4016774817878
127,-126.04847300967388
128,-264.2818207225497
129,-122.91811398804579
130,-118.31800514037599
131,-241.46709874498245
132,-252.82179613206833
133,-335.7206749015938
134,-130.67436017639602
135,-124.73936338115276
136,-126.41808980917537
137,-124.68357362715048
138,-121.32730394540671
139,-126.02301384469183
140,-127.15845028334994
141,-130.71511826307386
142,-124.83168295747171
143,-119.89706902490367
144,-126.99479644199016
145,-117.76947238727989
146,-118.67184638485594
147,-126.37178787715905
148,-129.60562805643366
149,-243.86087557063536
150,-285.4367223157991
151,-122.97512624564663
152,-2.406138155921168
153,-438.62245310721937
154,-0.37011029879929286
155,-123.36688047547129
156,-231.99065459948864
157,-392.7112370609423
158,-127.48369698647699
159,-125.52216821325001
160,-1.8994220426327921
161,-330.0116807449395
162,-119.34977672631085
163,-122.31032022514542
164,-3.593018023278129
165,-0.2930835387514816
166,-345.00260179924487
167,-1.540388253452807
168,-246.76820336447858
169,-323.19404632060287
170,-126.81727843503539
171,-2.0543418318063815
172,-127.05647978017285
173,-119.21798488498162
174,-341.43713543867443
175,-116.54389194566154
176,-122.61648535649003
177,-117.57604441016564
178,-121.4365150880966
179,-121.81925384016147
180,-333.50452021435814
181,-123.30107392802435
182,-124.47734334936172
183,-125.89133915676136
184,-128.50289745677003
185,-3.753884497289794
186,-126.24112426369898
187,-367.6725258383647
188,-548.184190560865
189,-124.30321085358771
190,-126.86843898710077
191,-129.56116609207348
192,-8.463253339981128
193,-241.53302049873272
194,-248.82634365097138
195,-242.24319637872077
196,-7.525988029367036
197,-121.44496964599378
198,-124.8409899668895
199,-122.77374012335194
200,-124.09536504098678
201,-121.45433268714055
202,-128.81660899865378
203,-118.04096506448914
204,-126.22340767939714
205,-0.5691074652567975
206,-130.79343038061197
207,-126.18207385006404
208,-114.60280238049373
209,-125.29229412668916
210,-263.79197807844173
211,-231.20812365539393
212,-270.83541097870136
213,-227.87254394356228
214,-123.74399356612261
215,-340.2795142116884
216,-297.9507202801079
217,-128.35866277252174
218,-224.51462049370508
219,-124.2495472062706
220,-129.57800056222155
221,-125.22334565504003
222,-337.40950637796954
223,-261.08907462286845
224,-251.03918072591446
225,-113.77352586763104
226,-127.70119745228484
227,-114.20246008249423
228,-318.68986184317123
229,-1.619050692984819
230,-123.99913371899058
231,-1.8697747259342512
232,-0.5501906637743609
233,-126.74055496944064
234,-231.52245531247658
235,-0.5582022129384652
236,-126.97685172333934
237,-116.65800220643419
238,-127.36761477251598
239,-121.76142541754948
240,-238.78543499015242
241,-230.95884996373152
242,-247.0879203679411
243,-340.40789063466315
244,-116.18209735290074
245,-118.5662909134554
246,-125.36244897037646
247,-263.79572806582996
248,-127.57264651133046
249,-125.66714488767532
250,-126.9152448202456
251,-143.38738279862622
252,-338.82323131396487
253,-122.11645888061928
254,-126.57952694648685
255,-239.9794454901768
256,-18.83115026461475
257,-122.94077736748923
258,-121.27729311472018
259,-1.775375919658984
260,-123.72661109082537
261,-227.3865913485281
262,-120.75168613914053
263,-121.96491381562834
264,-2.134231970221112
265,-120.94383633400842
266,-240.40617247849806
267,-120.04271508909474
268,-130.51226637715223
269,-116.67593621999762
270,-124.80210945678253
271,-129.35077923247505
272,-118.90205431216975
273,-1.4739311317001327
274,-2.0470086885375722
275,-128.54603822084914
276,-128.53255430801966
277,-125.35787014244659
278,-126.27874749669942
279,-268.283926158461
280,-229.20728375285728
281,-228.22940196386048
282,-126.83756955013772
283,-121.01796358270764
284,-119.78348106587318
285,-227.55865720185687
286,-229.73122577705638
287,-116.42605089826782
288,-127.3137798594882
289,-286.9310679368498
290,-239.76926169936596
291,-130.38893937887818
292,-3.29090900962116
293,-129.1661115927679
294,-116.82889183013164
295,-119.32990289431731
296,-120.6115552856225
297,-228.5841556599163
298,-244.04681427167202
299,-128.5612418224559
300,-131.84727507387308
301,-247.8513731311962
302,-129.80564208650858
303,-355.27549175593197
304,-120.47927758791997
305,-132.19065123531243
306,-129.0518014511392
307,-6.799649102209849
308,-122.10620052980043
309,-129.7760598110463
310,-119.24359943999333
311,-1.654376101403519
312,-127.99455544488451
313,-362.7136082446986
314,-126.23254235640327
315,-125.3611640449847
316,-226.30723124566214
317,-125.03976269681756
318,-117.90196950474976
319,-121.22361413674395
320,-119.2261449616222
321,-234.57205768576773
322,-117.50245676981342
323,-126.92347058238681
324,-2.700176952981808
325,-345.46503548897067
326,-122.71539007642058
327,-340.2816955309702
328,-127.94045458286655
329,-235.06319608263138
330,-128.0919287434451
331,-3.491189189528187
332,-113.73235021475045
333,-130.37282083597506
334,-133.63477573736233
335,-127.8236696016752
336,-233.28766070450283
337,-0.6163483486174943
338,-0.765872378427253
339,-122.25035836804074
340,-0.6640304360152948
341,-229.5668976499371
342,-123.32729462888766
343,-133.06856472762493
344,-121.67909864269966
345,-119.30744706434271
346,-131.24871330178001
347,-268.7752141007694
348,-114.26934930137419
349,-231.33655217256296
350,-134.1350835154503
351,-339.6623270704265
352,-124.01047942573989
353,-0.5446500642649756
354,-129.79517574618544
355,-228.0455210591324
356,-121.14009443574025
357,-302.07957683656554
358,-126.70500757250166
359,-377.3152398322025
360,-132.05826064034855
361,-244.3966626387321
362,-127.25188218390018
363,-127.27808709659521
364,-133.3701254691859
365,-130.49859555278303
366,-0.10400294501912803
367,-236.31300128238058
368,-121.35302515252216
369,-0.8648300794546377
370,-121.2314374951893
371,-1.2243239798348988
372,-241.09016736596743
373,-122.63675759088338
374,-1.8003496515877624
375,-237.66576616790246
376,-246.81255005539268
377,-124.90278322957565
378,-118.45069843744062
379,-243.11398525106074
380,-124.61999338033237
381,-126.06517333161204
382,-242.65543720670388
383,-0.5846294914923994
384,-0.9198355288548152
385,-125.63917220031526
386,-113.62832937123693
387,-116.47487143975117
388,-274.6235571761663
389,-238.36050319317582
390,-245.94208901948713
391,-125.14267879367135
392,-4.570240253519532
393,-4.936324619647009
394,-132.35312118983157
395,-136.16864235293585
396,-238.00238648617673
397,-133.35635826993195
398,-241.40978080211804
399,-14.107013064881256
400,-237.247120573922
